English,Hindi
disunity,फुट;विभेद
ditch,खाई;नाली;मोरी
ditty,गीत;गाने की कविता
dive,ड़ुबकी;ड़ुबकी मारना
diver,पनड़ुब्बा
divergence,विचलन;छितराव;भेद;विरोध
diverse,भिन्न भिन्न;नाना प्रकार के
diversion,मोड़;फिराव;बहलाव;तमाशा;खेल
diversity,विभिन्नता;विभेद
divert,फेरना
divide,फटना;मित्रता तोड़ना
dividend,लाभांश;भाज्यगणित में
divider,भाजक
divine,ईश्वरीय;स्वर्गीय;पवित्र
divinity,दैवत्व
division,बांटना;बटवारा;भागगणित में
divisional,प्रादेशिक;भाग का
divorce,तलाक;विवाह विच्छेद;पृथकीकरण
docile,अधीन;सीख सकने योग्य
dock,कटघरा;घाट;जहाज गोदाम
docket,सारांश बनाना
doctor,डाक्टर;वैद्य;विद्वान
doctrine,मत;सिद्धांत
document,लेख्य पत्र;दस्तावेज
documentary,लिखा हुआ;प्रमान विषयक
doe,हिरणी;मृगी
doer,कर्ता
dog,कुत्ता;श्वान;नींच मानव;अधमी
dogged,हठी
dogma,सिद्धांत;मत
dogmatic,हठी
doings,करतूत;करणी;कार्य
dole,बांट;दान;टुकड़ा;बांटना
doll,गुड़िया
dollar,डौलर
dolphin,डौलफिन
domain,क्षेत्र
dome,गुंबज
domestic,घरेलू;पालतू;चाकर;घर का नौकर
domesticate,पालतू बनाना
dominant,प्रबल;प्रधान
domination,वर्चस्व;प्रधानता;शासन
donation,दान
done,किया हुआ
donkey,गधा
donor,दाता
doomsday,कयामत का दिन;प्रलय का दिन
door,दरवाजा
dormant,सुशुप्त;सुस्त
dormitory,शयनगृह
dosage,खुराक की मात्रा
dose,खुराक
dot,बिंदु;शून्य;बिंदु लगाना
dote,स्नेह में ड़ूबना
double,दुगना;दो दो;दो रंगा;छली
doubly,दूना;दो बार
doubtful,संदेहात्मक;संशयात्मक
doubtless,निस्संदेह
dough,साना हुआ आटा;गूंथा हुआ आटा
dove,पेंड़ुकी;कपोत;कबूतर
dowager,बेवा;राजमाता;विधवा रानी
dowry,दहेज
doze,ऊंघ;झपकी;नींद;ऊंघना;झपकी लेना
dozen,दर्जन;बारह;दर्जन;बारह
draft,ड़्राफ्ट;हुंड़ी;नक्षा
drag,घसीटना;खींचना
drainage,पानी का निकास;मोरी
drama,नाटक;स्वांग
dramatic,नाटकीय
dramatist,नाटककार
drastic,प्रचंड;उदंड़;शक्तिशाली
draught,चित्रकारी;घूंट;वायु का झोंका
drawback,दोष;खोट;कमी
drawbridge,कलदार पुल
drawers,जांघिया;लंगोट
drawl,गुनगुनाना;धीरे धीरे बोलना
dread,भय;डर;डरना;भय खाना
dreadful,भयानक;डरावनी;भीषण
dream,स्वप्न;स्वप्न देखना
dreamy,स्वप्नमय
dreary,सुनसान;निर्जन;उदास
dredge,सीपियों का जाल;जाल से पकड़ना
dregs,मैल
dressing,वस्त्र;मसाला;पट्टी;मारपीट
dribble,टपकना;चूनाद्रव काना;राल बहना
drift,बौछार;ढेर;झुकाव;अभिप्राय;बहना
drill,छेदन यंत्र;कवायद;अभ्यास;छेदना
drink,पेय पदार्थ;मदिरा;पीना;सोखना
drip,टपकना;चूनाद्रव काना
drive,गाड़ी में भ्रमण;गाड़ी का पथ
driver,चालक;गाड़ीवान;कोचवान
drop,बूंद;गिराव;गिरना;गिराना
drought,सूखा;अकाल
drove,झुंड
drown,ड़ुबाना
drowsiness,ऊंघ;सुस्ती
drowsy,ऊंघता हुआ
drub,ठोकना;पीटना
drubbing,ठुकाई
drugstore,दवा की दुकान
drum,ढोल;मृदंग;पर्दाकान का
drumbeat,ढोल की आवाज
drunk,मत्त;नशे में चूर;मत्त व्यक्ति
drunken,मत्त;नशे में चूर
dry,सूखा;शुष्क;सुखना;सुखाना
dryness,सूखापन
dual,द्विक;दोनों
dubious,संदिग्ध
duchess,रानी;ड़्यूक की पत्नी
duchy,राज्यड़्यूक का
duck,बतख;शून्यक्रिकेट में;झुकना
duckling,बतख का बच्चा
duct,नाली;मोरी;धमनी
due,देय;ऋण;देय;ऋण
duet,युगल गीत
dull,सुस्त;मूढ;निरुत्साह;धुंधला
dullness,सुस्ती;निरुत्साहता;धुंधलापन
duly,यथायोग्य;उचित रीति से
dumb,बहरा
dumbfound,हतप्रभना
dump,स्थानकूड़े इत्यादि का;पटकना
dumpling,गुलगुला;पकौड़ियां
dun,धुंधला;काले रंग का
dunce,मूर्ख;जड़;मूढमति
dung,गोबर;लीद;खाद
dungeon,अंधकूपकारागार
duplicate,द्विगुण;दोहरा;प्रतिलिपि;नकल
duplicity,दुरंगीपन;छल;कपट
durability,टिकाउपन;टिकाव
durable,टिकाऊ
duration,समय;अवधि
duress,दबाव
dusk,संध्याकाल;गोधूली
dusky,धुंधला;काला;उदास;मलिन
dust,धूल;मिट्टी;चूरा;बुरादा
dusty,धूल सा
dutiful,कर्तव्य परायण
duty,कर्तव्य;चुंगी;कर
dwarf,बौना
dwell,बसना;रहना;ध्यान लगाये रखना
dwelling,घर
dye,रंग;रंगना
dyer,रंगरेज
dynamic,गत्यात्मक
dynamical,गत्यात्मक साम्य
dynamics,गति विज्ञान
dynamite,एक विस्फोटक पदार्थ
dynastic,राजवंशीय
dynasty,राजवंश
dysentery,पेचिश
eager,उत्सुक;इच्छुक;अधीर;तीक्ष्ण
eagerness,उत्सुकता;कामना;उत्सुकता;लालसा
eagle,चील;उत्क्रोश;गिद्ध
ear,कान;बालीधान की;कान;कर्ण;श्रवण
earl,पदवी विशेष
early,समय से पहले;पूर्व;उचित काल का
earnest,उत्साही;उद्योगी;सत्यता पूर्वक
earnestly,चाह से;आग्रह से;अनुराग से
earth,पृथ्वी;भूमि;दुनिया;संसार;भूमि
earthen,मिट्टी का;मटिया
earthly,पृथ्वी सम्बन्धी;पार्थिव
earthquake,भूकम्प;भूचाल;भूडौल
ease,सुख;विश्राम;निरुद्वेशता;चैन
easel,चित्राधार
easement,सुखद वस्तु;सुख;सुविधा
east,पूर्वी;सूर्योदय की ओर;पूर्व
easterly,पूर्वी;पुरवैया
eastern,पूर्वी;पुरवैया
easy,सरल;सुख का;सुगम;चैन में;सहज
eaves,ओलती
ebb,भाटा;उतार;क्षय;घटती
ebony,आबनूस;कोविदार;तिनदुक
eccentric,उत्केन्द्र;से हटा हुआ
eccentricity,केन्द्र त्याग;विकेन्द्रता
echo,गूंज;प्रतिध्वनि;अनुकरण
eclipse,ग्रहण;ब्रास;ज्योतिहीनता
economical,गृहस्थी सम्बन्धी;अल्पव्ययी
economics,सम्पत्तिशास्त्र;अर्थशास्त्र
economy,गार्हस्थ्य प्रबन्ध;अल्पव्यय
ecstasy,अति आह्लाद;मंगल;परमानन्द
eddy,भंवर;चक्कर;बवन्डर;चक्कर खाना
edge,धार;किनारा;बाढ;कोर;कगार;कोर
edible,खाने योग्य;खाद्य;भोज्य
edict,राजाज्ञा;आज्ञापत्र
edifice,प्रासाद;भवन;हवेली;गृह;महल;गढी
edition,छपाई;प्रकाशन;संस्करण
editor,सम्पादक
editorial,सम्पादकीय;सम्पादक का लेख
educate,पढाना लिखाना;सिखाना;सुधारना
education,पालन-पोषण;शिक्षा;पढाई-लिखाई
effect,फल;परिणाम;प्रभाव;असर
effective,साधक;सफल;गुणकारक;उपयोगी
efficacy,फलोत्पादकता;गुण;बल;प्रभाव
efficiency,क्षमता;दक्षता;सामर्थ्य
efficient,कार्यसाधक;गुणकारी;कार्यक्षम
effigy,प्रतिमा;मूर्ति;पुतला;गुड़्डा
egg,अण्डा
ego,अहम;मैं
eight,अष्ट;आठ;अष्ट;आठ
eighteen,अठारह;अठारह
eighteenth,अठारहवां
eighty,अस्सी
ejection,निष्कासन;निःसारण
elastic,लचीला;लचलचा;स्थितिस्थापक
elation,प्रसन्नता;प्रफुल्लता
elbow,कुहनी;कोना;कुहनी से ढकेलना
elder,जेठा;बड़ा;बड़ा;पुरखा;पूर्वज
elderly,अधेड़;बूढा सा
elect,चुना हुआ;निर्वाचित
election,छांट;चुनाव;निर्वाचन;स्वेच्छा
electric,बिजली का;वैद्युत;विद्युन्यय
electrical,बिजली का;वैद्युत;विद्युन्यय
electricity,विद्युत शक्ति;बिजली
elegance,कोमलता;सुडौलपन;सुन्दरता
elegant,सुन्दर;मनोहर;सुडौल;शिष्ट
elegy,शोक-गीत;शोक सूचक गीत;मरसिया
element,तत्व;मूल वस्तु;मूल;जड़
elementary,पहला;मौलिक;प्रारम्भिक;सरल
elevation,उत्कर्ष;उन्नति;ऊंचाई
elevator,लिफ्ट
eleven,ग्यारह;ग्यारह
eleventh,ग्यारहवां
elf,देव;अप्सरा;परी
eligible,योग्य;निर्वाच्य;वांछनीय
elixir,एक दवा;हीर;सत;अमृत;सुधा
ellipse,अंडाकार वृत्त;दीर्घवृत्त
eloquence,बोलने की शक्ति;उत्तम बोली
else,और भी;अतिरिक्त;परंतु;नहीं तो
elude,बचना
embankment,बांध बांधना;बांध
emblazon,जगमगाना;बहुत चमकाना;झलकाना
emblem,चिह्न;लक्षण;रूप
emblematic,लाक्षणिक;चिह्न स्वरूप;द्योतक
embrace,छाती से लगाना;चिपटाना
embroidery,चिक काढना
embryo,पिण्ड गर्भ
emerald,पन्ना;हरित मणी;जवाहिर
emigrate,परदेश निकल जान
emigration,देश त्यागना;विदेशगमन;प्रवास
eminent,ऊंचा;प्रतापी;मान्यवर
emissary,भेदिया;जासूस;गुप्तचर;दूत
emission,निकालना;उद्गार;उत्सर्ग
emmet,च्यूंटी;चींटा
emotion,चित्त वृत्ति;मनोभाव;तरंग भाव
emperor,महाराजाधिराज;सम्राट
emphasis,प्रभाव;असर;गुरूच्चर
emphatic,भारी;बलपूर्वक;गुरुतापूर्वक
empire,राज्य;राष्ट्र;साम्राज्य
employee,नौकर;सेवक
employment,काम;नौकरी;कर्म;धंधा;उद्यम
emporium,एम्पोरियम;पैंठ;मण्डी;बाजार
empress,महारानी;साम्राज्ञी
empty,शून्य;रिक्त;रीता;अकार्य;खाली
emulsion,बादाम के रस;मछली के तेल;पयस्य
enact,नियम बनाना
enactment,व्यवस्थापन;विधान;कानून;नियम
enamoured,आसक्त;अनुरक्त
encamp,ड़ेरा डालना;पड़ाव डालना;ठहरना
encampment,ड़ेरा डालना;ड़ेरा;पड़ाव;छावनी
encase,येठन चढाना;लपेटना
enchantment,टोना;टुटका;जादू;इंद्रजाल;मोह
encircle,घेरना;घेरा डालना
encounter,लड़ाई;मुठभेड़;समागम;सामना
encouragement,प्रोत्साहन;उत्तेजन;साहस बढावा
encroachment,दबाव;पराधिकार प्रवेश;आक्रमण
encyclopedia,विश्वकोश;विद्यावली;सारसंग्रह
end,सिरा;छोर;अंत;मृत्यु;मरा;आश्रय
endanger,विपत्ती में डालना
endearment,मोह;ममता;प्यार;लाड़;चाव
endorsement,हुण्डी की मकार;अनुमोदन
endurance,सहन;सहनशीलता;सहनशक्ति;धीरज
enemy,शत्रु;विरोधी;रिपु
energetic,बल;तेजस;शक्ति;ऊर्ज;पौरुष
enforcement,प्रवर्तन;प्रचलन;आचरण;बलात्कार
engagement,प्रतिज्ञा;संविद;नियम;वचन
engaging,रमणीय;जी लुभाऊ;मनहरण;मनोहर
engine,कल;यन्त्र;अंजन;साधन;युक्ति
engineer,इंजीनियर;यंत्रवेत्ता
engraving,खुदाई;खुदा हुआ चित्र;कंदकार
engross,|मोटे अलक्षरोंमें लिखना
enhancement,बढती;अधिकता;वृद्धी;बेशी
enigma,गूढ प्रश्न;पहेली;पेचदार बात
enjoyment,भोग;विलास;आस्वादन;संभोग;सुख
enlarge,बढाना;फैलाना
enlargement,बढती;वृद्धि;बढाव;विस्तार
enmity,वैर;विरोध;दुश्मनी;घृणा;लाग
ennui,ग्लानि;थकान;ऊब;उदासी;आलस
enormity,महापाप;अत्याचार;अति दुष्टता
enormous,बहुत;बड़ा;अत्यंत;देव सा
enough,पूरा;यथेष्ट रूप से
enrolment,नाम लिखाई;चिट्ठा;भरती
enshrine,बचा रखना
ensign,पताकाधारी;झण्डा
enslave,दास बनाना
ensnare,जाल में फंसाना;लुभाना;बहकाना
entangle,घबराना;घेरना;फंसाना;उलझाना
entanglement,उलझन;पेंच
enterprise,भारी काम;उद्योग;कठिन कार्य
enterprising,उद्योगी;साहसी
entertainment,आदर;सत्कार;मिलाप;आवभगत
enthrall,दास बनाना
enthusiasm,उत्साह;उत्सुकता;अति श्रद्धा
enthusiast,श्रद्धोन्मत्त;उत्साह
enthusiastic,उत्साहयुक्त;उत्सुक;लवलीन
entice,फुसलाना;लुभाना;बहकाना
enticement,बहकाव;हावभाव;लालच;आकर्षण
entire,संपूर्ण;कुल;सब;पूरा;सर्व
entirely,सम्पूर्णतया;पूरे तौर से
entirety,सम्पूर्णता;समग्रता;सब
entity,स्थिति;अस्तित्व;सत्ता;सत्व
entomb,गाड़ना;समाधि में रखना
entrails,आंत;अंतड़ियां
entrance,पैठ;प्रवेश;द्वार;आरम्भ
entrap,फंसाना;जाल में पकड़ना
entreaty,विनती;निवेदन;प्रार्थना;विनय
entry,ड़ेवढी;द्वार;पैठ;प्रवेश;लेख
envelope,लिफाफा;ढक्कन
enviable,ड़ाह के योग्य;लोभ्य;स्पृहणीय
environment,पड़ोस;परिस्थिति
environs,परिप्रदेश;नगरोपान्त
envoy,प्रतिनिधि;राजदूत;एलची;दूत
envy,ड़ाह;ईर्ष्या;कुढन;द्वेष
enzyme,किण्वक
eon,कल्प
ephemeral,क्षणभंगुर;क्षणिक;स्वल्पायु
epic,महाकाव्य
epicentre,अधिकेन्द्र;उत्केन्द्र
epidemic,संक्रामक फैलाऊ;उड़ानी;महामारी
epidemiology,जानपदिक रोग विज्ञान
epilepsy,मिरगी;अपस्मार
epileptic,अपस्मारी
epiphany,आविर्भाव
episcopal,धर्माध्यक्षीय
episcopate,धर्माध्यक्षता
episode,उपख्यान;उपकथा;कथांश;वृत्तान्त
episodic,उपख्यानात्मक;प्रासंगिक
epitaph,समाधि-लेख;स्मृति-लेख
epithet,विशेषण;लक्षण;नाम;उपाधि
epitome,संक्षेप;सारसंग्रह
epoch,युग;सम्वत;विशिष्टकाल;अवधि
equal,योग्य;ठीक;बराबर;तुल्य;सम;सम
equality,समानता;बराबरी;तुल्यता;साम्य
equalization,समकरण
equalizer,समकार;समकारी
equally,बराबर;वैसा ही;उतना ही
equanimity,स्वभाव की समभाव;समवृत्ति;समता
equate,बराबर मानना;समीकृतना
equation,समीकरण;समीकार;समता
equator,भूमध्य रेखा;विषुवत्त रेखा
equatorial,भूमध्यवर्ती;विषुवत्त
equestrian,अश्वीय;घोड़ों का;घुड़सवारी का
equilibrium,समतुल्यता;समानता;साम्य
equipment,सामग्री;उपकरण;उपस्कर;सजावट
equitable,यथार्थ;ठीक;निष्पक्ष
equity,न्याय;स्वाभाविक न्याय
equivalent,सम;तुल्य;बराबर का;एक मूल्य का
equivocal,गोल;द्वयार्थ;अस्पष्टार्थ
era,सम्वत;वर्ष;सन;काल
eradicate,उखाड़ना;जड़ से खोदना
eraser,निहरनी;खुरचनी
erect,सीधा;खड़ा;उठा हुआ;ऊंचा
erection,उठाना;ऊंचाई;निर्माण;भवन;घर
erosion,काट;रगड़;घिसाव
erotic,प्रेम संबंधी;कामुक
errand,संदेश;समाचार
erratic,भ्रमणशील;भूला हुआ;अस्थिर
error,भूल;अशुद्धता;गलती;दोष
erudite,विद्वान;विद्वता पूर्ण
erupt,भभक उठना;ऊपर निकालना
eruption,फुफकार;निसरण;स्फोटन;फुन्सियां
escape,भागना;निस्तार;छुटकारा;बचाव
eschew,छोड़ना;त्यागना
esoteric,गुप्त;गूढ
especially,मुख्य करके;विशेष करके;विशेषतः
espionage,गुप्तचर रखना;भेद लगाना
espy,ताकना;देखना;ताड़ना;भेद लगाना
esquire,श्रीमान
essay,यत्न;वर्णन;रचना;निबंध;प्रबन्ध
essayist,निबंध लेखक
essence,तत्व;गुण;सार;भाव;मूलवस्तु
essential,आवश्यक;प्रधान;सारवत्त;महत्त
establishment,स्थान;स्थापन;संस्थापन;नींव
estate,रियासत;भू सम्पत्ति;दशा;अवस्था
esteem,बड़ा मूल्य;आदर;सम्मान
estimable,बहुमूल्य;आदरणीय;मान्य
estimate,गणना
estimation,मूल्य निरूपण;गणना;सम्मान;आदर
estrange,दूर रखना;चित फेर लेना;परायाना
eternal,सनातन;नित्य;अनन्त;अनादि
eternity,सनातनत्व;नित्यता;अनन्तकाल
ether,आकाश;हिमद्रव
ethereal,वायव्य;आकाशीय;स्वर्गीय
ethic,आचार संबन्धी;नीति सम्बन्धी
ethical,आचार संबन्धी;नीति संबन्धी
ethics,नीति शास्त्र;नीति विद्या
etiquette,सभ्यता;सभ्याचार;शिष्टता
eulogy,प्रशंसा;बड़ाई;स्तुति
euphemism,प्रिय उक्ति;मंगलभाषी
evacuation,परित्याग;मल शुद्धि;शून्यीकरण
evasion,बहाना;टाल मटोल;कपट वचन;छल
eve,सन्ध्या;सायंकाल
even,चौरस;एकसा;सम;बराबर;जोड़ा;सम
evening,संध्य;संझा;सायंकाल
evenly,समानता से;एकसा
event,घटना;वृत्तांत;फल
eventful,विख्यात
eventual,अन्तिम;फलस्वरूप
eventually,अंत में;फलतः
ever,कभी;सदा;सर्वदा
evergreen,सदा बहार;नित हरा;अक्षय
everlasting,अनन्त;अक्षय;नित्य
every,प्रत्येक;एक एक;हर एक
everywhere,सर्वत्र;हर कहीं
evict,अधिकार हर लेना
evidence,साक्ष्य;गवाही;प्रमाण;साक्षी
evident,स्पष्ट;प्रत्यक्ष;प्रकट
evil,दुष्ट;बुरा;पापी;बुराई;दुष्टता
evolution,खुलाव;फैलाव;विकास;उद्भेद
evolve,फैलाना;खोलना;सुलझाना
exact,ठीक;शुद्ध;निर्दोष;यथार्थ
exactly,ठीक ठीक;यथार्थतः
exaggerate,बढाकर कहना;लम्बी चौड़ी हांकना
exaggeration,विस्तार;अत्युक्ति;अतिशयोक्ति
exalted,उन्नत;ऊंचा;गौरवान्वित;महान
exam,परीक्षा;इम्तिहान
examination,परीक्षा;इम्तिहान;परीक्षण
examiner,परीक्षक
example,आदर्श;दृष्टान्त;उदाहरण
exasperate,भड़काना;क्रोध दिलाना;उभारना
excavation,खोखलापन;पोलापन;गढा;खोई;खोदना
exceeding,बहुत;बड़ा
exceedingly,बहुत सा;बहुतायत से;निपट;अति
excellence,प्रतिष्ठा;बढाई;उत्तमता
excellent,उत्तम;श्रेष्ठ;उत्कृष्ट
except,छोड़ कर;अतिरिक्त;सिवाय;छोड़ना
exception,छूट;अपवाद;रोक;विसर्जन;छोड़ाव
exceptional,विशेष;अनोखा;असाधारण
excess,प्राचुर्य;बहुतायत;अधिकता
excessive,अधिक;अतिशय;निपट;अत्यन्त
exchange,अदला बदला;परिवर्तन;हुण्डियावन
exchequer,एक्सचेकर
excise,राज्यकर;आबादकारी
excitement,हलचल;घबराहट;छेड़;जोश;उत्तेजना
exclaim,चिल्लाना;पुकारना
exclamation,चिल्लाहट;चिह्न विशेष
exclusion,बहिष्कार;व्यतिरेक;वर्जन
exclusive,निवारक;छोड़ कर;निकाल कर;अलग
excommunicate,निकाला हुआ व्यक्ति;जातिच्युत
excoriate,खाल खींचना;चमड़ा उधेड़ना;छीलना
excrement,मल;मैला;गोबर
excruciating,अति दुखदाई;कष्ट दायक
excursion,पर्यटन;भ्रमण;घूमना;चढाई;धावा
excuse,क्षमा योग्य;क्षम्य;छोड़ना
executioner,वधिक;जल्लाद;व्याध
executive,प्रबंधकारिणी;कार्यकारिणी
exemplary,अनुकरणीय;दृष्टान्त के योग्य
exempt,भुक्त;बचा हुआ;बरी;रहित
exemption,छुटकारा;बचाव;क्षमा
exercise,परिश्रम;अभ्यास;शिक्षा;व्यायाम
exertion,परिश्रम;उद्योग;प्रयोग
exhaust,खींच लेना;थकना;व्यय कर डालना
exhibit,प्रमाण पत्र;प्रदर्शित वस्तु
exhibition,प्रदर्शनी;प्रदर्शन;तमाशा
exhilaration,आनन्दन;आनन्द;हर्ष
exhortation,सत्योपदेश;धार्मिक शिक्षा
exile,देश निकाला;निर्वासन
existence,स्थिति;सत्ता;अस्तित्व;जीव
existent,जीवित;वर्तमान;सत्त;बिद्यमान
exit,गमन;बिदा
exodus,बिदा;गमन;कूच
exonerate,निष्पाप ठहराना
exorbitant,अत्यन्त;अत्यधिक;अतिव्ययी
exorcise,भूत भगाना;झाड़ना;फूंकना
exotic,आकर्षक;मोहक;विदेशागत
expanse,प्रसार;फैलाव;विस्तार
expansion,प्रसार;फैलाव;विस्तार
expatriate,घूमना
expect,आशा रखना;राह देखना
expectation,चाह;आशा;प्रतीक्षा
expediency,योग्यता;औचित्य;उपयोगिता
expedient,योग्य;उचित;आवश्यक;उपाय;सहारा
expedition,शीघ्रता;फुर्ती;जलयात्रा;धावा
expeditious,चुस्त;फुर्तीला;शीघ्रगामी
expenditure,उठाव;खपत;व्यय;खर्च
expense,लागत;खपाव;खर्चा;व्यय
expensive,महंगा;बड़ी लागत का
experience,अनुभव;परीक्षा;व्यवहार;ज्ञान
experienced,अनुभवी;अभिज्ञ;अभ्यस्त
experiment,परीक्षा;जांच;परख
expert,निपुण;चालाक;फुर्तीला
expiration,निश्वासन;समाप्ति;अन्त;मृत्यु
expire,मरना;प्रण त्यागना
explanation,अर्थ;टीका;व्याख्या;वर्णन
explanatory,बोधक;अर्थकारी;अर्थ प्रकाशक
explicit,स्पष्ट;प्रकट;साफ
exploit,वीरता का काम;अद्भुत कर्म
exploration,खोज;ढूंढ ढांढ;अन्वेषण
explore,खोजना;जांचना;ढूंढना
explosion,भडाका;धडाका;फूटना;विस्फोटन
explosive,शीघ्रदाह्य
exponent,व्यख्याता;अर्थदर्शक;घातांक
export,निर्यात
expose,खोलना;खोल कर रखना;पाप उघाड़ना
exposition,दिखावा;प्रदर्शन;व्याख्या;टीका
exposure,विवरण;दिखावा
express,स्पष्ट;ठीक मिलता हुआ
expression,उच्चारण;वाक्यरीति;प्रकाशन;ढंग
expressive,सूचक;व्यंजक;दर्शक;अर्थवत
expunge,मिटाना;छीलना;काटना
exquisite,उत्कृष्ट;उत्तम;बहुत;पूरा
extant,वर्तमान;प्रचलित
extend,फैलाना;फैलाना;बढाना
extension,विस्तार;फैलाव;बढाना
extensive,बड़ा;विशाल;वृहत;चौड़ा;विस्तृत
extent,फैलाव;विस्तार;परिमाण
exterior,बाहरी;बाह्य;ऊपरी;ऊपरी भाग
external,बाहरी;ऊपरी;बाह्य;विदेशी;अचानक
externally,बाहर से;बाह्य रूप से
extinct,बुझा हुआ;नष्ट;लुप्त
extinction,नाश;अंत
extort,छीन लेना;बलपूर्वक लेना
extortion,छीन छोर;बलात्कार;बल से अपहरण
extra,अधिक;असाधारण;अतिरिक्त
extract,खींचना;निकालना;छांटना
extraction,निष्कर्ष;निचोड़;सार;संग्रह;सत
extraneous,ऊपरी;बाहरी;बाह्य;पराया;विदेशी
extraordinary,अनोखी;विशेष;असाधारण;अद्भुत
extravagance,अतिव्यय;बहुव्यय;अतिक्रम
extravagant,उड़ाऊ;अतिव्ययी
extreme,अत्यन्त;बहुत;परम;अन्तिम;सिरा
extremist,गरम दल का
extremity,अत्यंतता;सीमा;छोर;अन्त;किनारा
exuberance,अधिकता;बाहुल्य;बहुतायत
exuberant,अधिक;प्रचुर;हरा भरा
exude,पसीजना;पसीना निकलना
exultant,प्रसन्न;हर्षित;उल्लसित
eye,आंख;नेत्र;लोचन;विचार;लक्ष्य
eyebrow,भौं;भृकुटी
eyeglass,चश्मा;ऐनक;दृगोपकारक कांच
eyeglasses,चश्मा;ऐनक;दृगोपकारक कांच
eyelash,बरौनी;पलक;पपनी
eyelid,पलक;पपोटा
eyes,आंखें;नेत्र;लोचन
eyesight,दृष्टि;नजर;ज्योति
eyesore,आंख का कांटा;दुख का कारण
eyewitness,प्रत्यक्षदर्शी
fable,कहानी;मिथ्या रचना
fabric,बनाव;ढांचा;भवन;बनावट;कपड़ा
fabrication,रचना;बनावट;झूठ;पाखण्ड;धूर्तता
face,मुख;मुंह;चेहरा;सामना;अगाड़ी
facile,सुगम;सुसाध्य
facility,सुगमता;सरलता;सुविधा;तेजी
facing,सामना;घूंघट पट;वस्त्रांचल;लोई
facsimile,ठीक सदृश्य;ठीक निकल;आनबान
fact,काम;तथ्य;सच्चाई;यथार्थता
faction,उपद्रवी दल;विरोध;बलवा;हलचल
factor,अंश;गुणक;टुकड़ा;खण्ड;प्रतिनिधि
factory,कारखाना;शिल्पगृह;निर्माण शाला
facts,तथ्य
faculty,योग्यता;मन की शक्ति;गुण
faggot,ईंधन का गठ्ठा
fail,चूकना;ढलना;भूलना;हराना
fain,खुश;प्रसन्न;मग्न;इच्छुक
faint,निर्बल;मांदा;शक्तिहीन;दुर्बल
fair,सुन्दर;रूपवान;स्वच्छ;साफ;अमेघ
fairy,परी के समान;कोमल;सुकुमार
faith,निश्चय;विश्वास;सच्चाई;धर्म;मत
faithful,विश्वासी;विश्वसनीय;भक्त;सच्चा
falcon,बाज;स्येनपक्षी;शिकारा
fallacious,झूठा
fallacy,धोखा;झूठा तर्क;मिथ्या हेतु
fallout,लड़ना;झगड़ना
fallow,परती
false,झूठा;अविश्वासी;अधर्मी
falsehood,झूठ;असत्यता;खोट;कपट;अधर्म
falsify,झूठ ठहराना;बात काटना
falsity,असत्यता;मिथ्या वचन
falter,हकलाना;अटकना;अटक के बोलना
fame,प्रतिष्ठा;प्रसिद्धता;ख्याति
familiar,घरेलू;मेली;हिला मिला
familiarity,हेल मेल;परिचय
family,कुटुम्ब;कुल;घराना;बाल बच्चे
famine,अकाल;सूखा;महंगी
famous,प्रसिद्ध;विख्यात;यशस्वी;नामवर
fan,पंखा;मोर्छल;सूप;प्रशंसक
fanatic,हठी;धर्मोन्मत्त;पक्षपाती
fanaticism,धार्मिकहठ;अति भक्ति
fancier,लहरी;मौजी
fanciful,भावित;मानसिक;लहरी;उमंगी
fancy,रुचिकर;मनोहर;सुन्दर;मनोगति
fang,खांग
fantastic,लहरी;तरङ्गी;झक्की;सनकी;अपरूप
fantasy,कल्पना;धोखा;भ्रम;तृष्णा;प्रेम
far,दूर;परला;बढकर;तक;बहुत दूर
farce,स्वांग;तमाशा;नकल
farewell,बिदा का प्रणाम;राम राम
farina,आटा;मैदा;कलफ;माड़ी;रज
farm,खेत;चाक;पट्टी;हार;बाड़ी;हजारा
farrow,सुअर की झल
farther,दूर;लम्बे पार;अधिक;सिवाय;परे
farthest,अति दूर;सब से दूर
fascination,जादू;टोना;मोह;संमोहन
fashion,चाल
fashionable,रीत्यानुसार;व्यवहारिक;लौकिक
fast,दृढ;कसा हुआ;तंग;तेज;चटक
fasten,जकड़ना;कसना;जड़ना;लगाना;चिपटाना
fastidious,तुनुक मिजाज;नकचढा
fat,मोटा;चिकना;चर्बी
fatal,जीवघातक;भावी;भाग्य संबंधी
fatality,भाग्यवशता;भवितव्यता;मृत्यु
fate,भाग्य;दैवगति;दुर्भाग्य
father,पिता;बाप;उत्पत्तिकार;उत्पादक
fatherland,जन्मभूमि;वतन;पिता का घर
fatherless,अनाथ;बे बाप का
fatherly,पिता तुल्य;पैत्रिक;स्नेही
fathom,थाह लेना;नापना
fatigue,श्रम;मेहनत;थकान;थकाना
fatty,चर्बीदार
fault,भूल;अवगुण;खोट;दोष;अपराध
faulty,अशुद्ध;दोषपूर्ण;बुरा;खोटा
fauna,पशु;जानवर
favour,कृपा;पक्ष;सहारा;अनुग्रह
favourable,हितकारी;लाभदायक;गुणकारी;सहायक
favourite,मुंहलगा
fawn,हिरण का बच्चा;मृग छौना
fay,अप्सरा;परी
fear,भय;डर;अंदेशा;भय की वस्तु;डरना
fearful,भयानक;डरावना;भयभीत;डरा हुआ
